Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,City
12/06/2012,22.2,27.9,11.6,1013.9,70.0,0.0,,4.6,14.8,36.1,0,0,0,0,Quebec City
13/06/2012,19.3,29.3,15.1,1010.9,77.0,26.92,,12.0,20.6,37.0,0,0,0,0,Quebec City
14/06/2012,16.0,22.5,9.0,1023.9,54.0,0.0,,9.1,20.6,35.2,0,0,0,0,Quebec City
15/06/2012,16.1,22.8,8.2,1028.0,54.0,0.0,,8.0,14.8,31.7,0,0,0,0,Quebec City
16/06/2012,17.7,24.5,8.2,1026.3,55.0,0.0,,9.4,13.0,31.7,0,0,0,0,Quebec City
17/06/2012,20.1,28.0,14.2,1019.8,64.0,0.0,,6.9,11.1,31.7,0,0,0,0,Quebec City
18/06/2012,21.8,28.3,13.7,1015.7,60.0,0.0,,4.4,9.4,31.7,0,0,0,0,Quebec City
19/06/2012,19.4,27.3,12.6,1014.6,75.0,0.0,,3.7,9.4,35.2,0,0,0,0,Quebec City
20/06/2012,24.4,30.5,21.3,1011.5,69.0,0.0,,10.0,20.6,35.2,0,0,0,0,Quebec City
21/06/2012,23.7,30.6,19.7,1008.5,52.0,0.0,,7.2,11.1,35.2,0,0,0,0,Quebec City
22/06/2012,23.2,30.0,16.5,1004.3,62.0,0.0,,9.4,22.2,35.2,0,0,0,0,Quebec City
23/06/2012,20.6,30.2,14.8,1010.0,74.0,0.0,,8.1,14.8,35.2,0,0,0,0,Quebec City
24/06/2012,19.8,26.8,12.6,1011.6,60.0,0.0,,6.5,14.8,35.2,0,0,0,0,Quebec City
25/06/2012,16.9,28.3,12.6,1007.3,80.0,2.29,,12.6,18.3,33.5,0,0,0,0,Quebec City
26/06/2012,15.8,18.6,14.1,1003.7,91.0,5.33,,6.3,13.0,35.2,0,0,0,0,Quebec City
27/06/2012,16.0,19.7,14.3,998.3,91.0,23.11,,5.0,13.0,43.55,0,0,0,0,Quebec City
28/06/2012,18.3,22.7,14.3,1003.5,81.0,14.99,,5.9,16.5,43.55,0,0,0,0,Quebec City
29/06/2012,20.4,26.3,14.4,999.0,79.0,0.0,,8.3,22.2,35.2,0,0,0,0,Quebec City
30/06/2012,19.9,26.9,14.4,998.8,84.0,7.11,,5.6,14.8,51.9,0,0,0,0,Quebec City
1/07/2012,18.3,25.1,12.4,1005.6,79.0,33.78,,10.0,20.6,42.4,0,0,0,0,Quebec City
2/07/2012,19.3,24.8,12.2,1009.3,68.0,0.0,,8.0,18.3,35.2,0,0,0,0,Quebec City
3/07/2012,18.9,25.7,12.2,1010.6,63.0,0.0,,6.9,11.1,40.7,0,0,0,0,Quebec City
4/07/2012,18.6,24.1,12.2,1006.4,86.0,4.06,,4.3,5.4,39.43333333333333,0,0,0,0,Quebec City
5/07/2012,20.8,25.8,16.6,1006.8,76.0,4.32,,6.7,13.0,39.43333333333333,0,0,0,0,Quebec City
6/07/2012,20.8,26.6,14.4,1010.4,80.0,0.0,,5.7,13.0,43.6,0,0,0,0,Quebec City
7/07/2012,23.7,28.2,14.4,1005.4,66.0,0.0,,8.5,24.1,43.6,0,0,0,0,Quebec City
8/07/2012,18.9,28.4,13.7,1008.0,57.0,0.0,,14.8,22.2,46.5,0,0,0,0,Quebec City
9/07/2012,13.7,22.1,9.7,1010.0,68.0,0.0,,11.5,14.8,40.7,0,0,0,0,Quebec City
10/07/2012,16.5,23.9,9.3,1013.5,57.0,0.0,,8.7,18.3,43.6,0,0,0,0,Quebec City
11/07/2012,16.7,24.8,8.2,1018.5,52.0,0.0,,7.6,14.8,37.0,0,0,0,0,Quebec City
12/07/2012,19.9,28.3,12.7,1017.6,62.0,0.0,,5.9,18.3,37.0,0,0,0,0,Quebec City
13/07/2012,23.2,28.6,11.5,1017.3,65.0,0.0,,7.2,11.1,37.0,0,0,0,0,Quebec City
14/07/2012,24.4,31.2,14.7,1016.5,64.0,0.0,,8.9,14.8,37.0,0,0,0,0,Quebec City
15/07/2012,22.8,31.3,14.8,1015.2,80.0,0.0,,6.9,13.0,37.0,0,0,0,0,Quebec City
16/07/2012,22.8,30.5,14.8,1009.1,84.0,67.82,,5.7,16.5,44.6,0,0,0,0,Quebec City
17/07/2012,19.7,26.6,17.7,1004.7,90.0,13.46,,4.6,9.4,44.6,0,0,0,0,Quebec City
18/07/2012,19.7,23.4,15.0,1005.5,76.0,0.0,,11.1,22.2,44.6,0,0,0,0,Quebec City
19/07/2012,15.2,23.4,7.5,1014.4,65.0,0.0,,9.4,18.3,44.6,0,0,0,0,Quebec City
20/07/2012,16.9,24.6,8.9,1017.7,61.0,0.0,,6.5,9.4,35.2,0,0,0,0,Quebec City
21/07/2012,20.2,26.3,8.5,1017.3,58.0,0.0,,5.9,13.0,33.45,0,0,0,0,Quebec City
22/07/2012,22.2,27.6,13.0,1014.7,68.0,0.0,,6.7,18.3,33.45,0,0,0,0,Quebec City
23/07/2012,22.4,29.4,17.6,1011.5,75.0,0.0,,5.4,11.1,31.7,0,0,0,0,Quebec City
24/07/2012,21.7,30.3,16.8,1001.2,72.0,4.32,,13.7,22.2,35.2,0,0,0,0,Quebec City
25/07/2012,18.8,24.8,13.7,1007.0,59.0,0.0,,10.6,14.8,44.6,0,0,0,0,Quebec City
26/07/2012,20.4,26.0,13.5,1004.2,67.0,0.0,,7.2,11.1,37.0,0,0,0,0,Quebec City
27/07/2012,21.3,26.7,17.0,1006.0,67.0,0.0,,5.9,9.4,38.93333333333334,0,0,0,0,Quebec City
28/07/2012,20.0,27.4,13.1,1015.4,56.0,0.0,,9.4,18.3,31.7,0,0,0,0,Quebec City
29/07/2012,20.7,28.5,14.2,1016.8,50.0,0.0,,6.3,11.1,31.7,0,0,0,0,Quebec City
30/07/2012,21.6,29.1,12.9,1015.8,60.0,0.0,,5.6,9.4,31.7,0,0,0,0,Quebec City
31/07/2012,22.5,30.5,14.2,1013.8,68.0,0.0,,6.1,13.0,31.7,0,0,0,0,Quebec City
1/08/2012,22.8,30.8,13.7,1009.9,68.0,0.0,,6.9,13.0,34.35,0,0,0,0,Quebec City
2/08/2012,22.7,29.0,18.0,1008.3,76.0,0.0,,8.0,18.3,34.35,0,0,0,0,Quebec City
3/08/2012,24.3,29.6,17.0,1009.9,63.0,0.0,,11.3,24.1,35.2,0,0,0,0,Quebec City
4/08/2012,21.6,29.6,14.5,1020.5,58.0,0.0,,5.0,7.6,33.5,0,0,0,0,Quebec City
5/08/2012,24.0,32.8,13.9,1014.6,64.0,0.0,,12.6,22.2,34.35,0,0,0,0,Quebec City
6/08/2012,20.6,23.1,17.5,1009.5,76.0,19.81,,13.3,22.2,66.5,0,0,0,0,Quebec City
7/08/2012,18.3,26.2,11.5,1013.1,73.0,0.0,,6.9,18.3,33.5,0,0,0,0,Quebec City
8/08/2012,20.4,26.5,10.9,1013.2,81.0,5.59,,7.8,13.0,35.2,0,0,0,0,Quebec City
9/08/2012,20.6,25.8,16.7,1014.1,76.0,0.0,,7.4,13.0,45.06666666666666,0,0,0,0,Quebec City
10/08/2012,18.4,24.5,15.6,1013.9,82.0,7.87,,13.1,22.2,45.06666666666666,0,0,0,0,Quebec City
11/08/2012,17.1,20.0,15.1,1013.7,91.0,11.18,,16.7,20.6,46.5,0,0,0,0,Quebec City
12/08/2012,19.5,25.6,17.3,1012.0,89.0,7.62,,9.1,16.5,38.9,0,0,0,0,Quebec City
13/08/2012,20.4,25.8,17.1,1010.6,87.0,0.0,,7.4,13.0,42.7,0,0,0,0,Quebec City
14/08/2012,21.4,26.9,17.8,1011.1,81.0,0.0,,7.0,13.0,42.7,0,0,0,0,Quebec City
15/08/2012,19.9,27.1,16.9,1010.9,89.0,1.78,,6.3,13.0,42.7,0,0,0,0,Quebec City
16/08/2012,18.3,23.0,17.1,1011.6,90.0,0.0,,7.8,11.1,33.5,0,0,0,0,Quebec City
17/08/2012,18.5,23.7,16.6,1008.0,91.0,0.0,,7.6,14.8,33.5,0,0,0,0,Quebec City
18/08/2012,18.0,23.7,12.6,1008.3,83.0,2.79,,9.3,16.5,33.5,0,0,0,0,Quebec City
19/08/2012,16.0,22.8,8.4,1012.8,73.0,0.0,,5.6,13.0,33.5,0,0,0,0,Quebec City
20/08/2012,18.0,24.8,8.4,1011.0,73.0,0.0,,6.5,16.5,37.0,0,0,0,0,Quebec City
21/08/2012,16.6,25.2,8.4,1012.3,68.0,0.0,,8.3,24.1,37.0,0,0,0,0,Quebec City
22/08/2012,17.9,24.6,13.4,1017.0,71.0,0.0,,7.6,16.5,37.0,0,0,0,0,Quebec City
23/08/2012,19.1,24.8,11.0,1015.8,74.0,0.0,,9.1,14.8,37.0,0,0,0,0,Quebec City
24/08/2012,18.2,25.8,10.2,1020.6,62.0,0.0,,5.4,11.1,33.5,0,0,0,0,Quebec City
25/08/2012,20.0,27.2,16.5,1023.4,69.0,0.0,,3.9,5.4,33.5,0,0,0,0,Quebec City
26/08/2012,21.9,29.5,15.3,1022.5,73.0,0.0,,7.8,14.8,33.5,0,0,0,0,Quebec City
27/08/2012,20.8,30.1,14.6,1016.6,81.0,0.0,,7.4,18.3,33.5,0,0,0,0,Quebec City
28/08/2012,19.8,27.3,14.6,1008.2,75.0,9.91,,10.4,20.6,35.2,0,0,0,0,Quebec City
29/08/2012,15.8,23.3,10.3,1010.2,65.0,0.0,,15.0,22.2,38.9,0,0,0,0,Quebec City
30/08/2012,18.5,23.7,10.1,1009.3,69.0,0.0,,13.9,22.2,42.4,0,0,0,0,Quebec City
31/08/2012,22.8,27.2,19.2,1004.8,67.0,0.0,,15.7,22.2,37.0,0,0,0,0,Quebec City
1/09/2012,18.1,27.5,9.7,1015.5,56.0,0.0,,6.9,9.4,42.4,0,0,0,0,Quebec City
2/09/2012,15.9,23.5,9.7,1018.9,68.0,0.0,,5.6,11.1,42.4,0,0,0,0,Quebec City
3/09/2012,16.5,25.0,10.2,1020.4,61.0,0.0,,4.8,9.4,42.4,0,0,0,0,Quebec City
4/09/2012,18.3,25.4,8.4,1015.7,76.0,0.0,,4.6,9.4,42.4,0,0,0,0,Quebec City
5/09/2012,20.9,24.8,12.5,1009.5,80.0,0.0,,6.7,16.5,42.4,0,0,0,0,Quebec City
6/09/2012,18.2,24.8,14.9,1010.5,86.0,0.0,,9.4,13.0,47.03333333333333,0,0,0,0,Quebec City
7/09/2012,17.7,23.5,13.5,1010.0,80.0,0.0,,8.0,22.2,47.03333333333333,0,0,0,0,Quebec City
8/09/2012,18.1,24.1,13.2,1005.0,81.0,0.25,,7.6,16.5,35.2,0,0,0,0,Quebec City
9/09/2012,15.3,26.5,11.8,1004.5,79.0,5.33,,15.2,18.3,59.4,0,0,0,0,Quebec City
10/09/2012,12.7,17.1,7.3,1012.6,74.0,0.0,,8.5,20.6,46.5,0,0,0,0,Quebec City
11/09/2012,10.7,19.0,1.9,1019.2,75.0,0.0,,9.3,18.3,37.0,0,0,0,0,Quebec City
12/09/2012,16.3,25.4,10.2,1022.2,72.0,0.0,,5.9,16.5,37.0,0,0,0,0,Quebec City
13/09/2012,19.0,26.7,8.1,1022.5,70.0,0.0,,8.3,14.8,31.7,0,0,0,0,Quebec City
14/09/2012,18.2,27.5,10.1,1019.7,76.0,0.0,,4.8,11.1,35.233333333333334,0,0,0,0,Quebec City
15/09/2012,15.3,27.7,10.1,1013.7,80.0,0.76,,14.3,27.8,45.55,0,0,0,0,Quebec City
16/09/2012,9.8,17.1,3.3,1014.6,65.0,0.0,,16.9,22.2,46.5,0,0,0,0,Quebec City
17/09/2012,11.5,21.1,3.3,1015.0,73.0,0.0,,5.6,7.6,44.6,0,0,0,0,Quebec City
18/09/2012,14.9,21.1,11.0,1011.0,84.0,0.0,,6.5,13.0,45.55,0,0,0,0,Quebec City
19/09/2012,14.7,21.4,8.9,1006.3,78.0,12.7,,19.1,27.8,38.9,0,0,0,0,Quebec City
20/09/2012,8.3,18.5,1.2,1023.3,72.0,0.0,,8.0,18.3,50.0,0,0,0,0,Quebec City
21/09/2012,12.0,19.3,1.2,1018.5,74.0,0.0,,8.3,13.0,31.7,0,0,0,0,Quebec City
22/09/2012,15.2,19.6,4.3,1012.1,78.0,0.0,,13.0,22.2,40.2,0,0,0,0,Quebec City
23/09/2012,14.2,20.3,10.9,1009.4,78.0,5.33,,11.5,25.9,37.0,0,0,0,0,Quebec City
24/09/2012,8.9,15.4,3.0,1016.8,74.0,0.0,,8.7,13.0,42.4,0,0,0,0,Quebec City
25/09/2012,10.9,15.9,6.5,1013.5,76.0,0.0,,7.2,14.8,38.800000000000004,0,0,0,0,Quebec City
26/09/2012,11.9,17.3,6.4,1013.2,89.0,0.0,,3.9,9.4,37.0,0,0,0,0,Quebec City
27/09/2012,8.0,17.3,1.1,1019.7,77.0,2.29,,7.6,16.5,31.7,0,0,0,0,Quebec City
28/09/2012,6.9,15.3,-0.6,1023.2,77.0,0.0,,4.3,9.4,37.05,0,0,0,0,Quebec City
29/09/2012,10.8,12.5,10.1,1018.0,82.0,0.0,,8.1,18.3,37.05,0,0,0,0,Quebec City
30/09/2012,11.4,13.2,9.5,1013.7,89.0,0.51,,15.4,18.3,42.4,0,0,0,0,Quebec City
1/10/2012,11.9,16.2,9.6,1000.6,91.0,48.51,,9.6,18.3,38.9,0,0,0,0,Quebec City
2/10/2012,13.1,17.2,10.1,1011.3,88.0,0.0,,11.7,16.5,31.7,0,0,0,0,Quebec City
3/10/2012,11.9,19.0,4.9,1019.1,86.0,0.0,,6.5,13.0,34.699999999999996,0,0,0,0,Quebec City
4/10/2012,11.3,18.2,4.9,1020.7,75.0,1.52,,10.7,14.8,34.699999999999996,0,0,0,0,Quebec City
5/10/2012,11.6,15.7,9.3,1013.0,97.0,0.25,,5.0,11.1,33.5,0,0,0,0,Quebec City
6/10/2012,10.9,15.7,9.4,1006.7,95.0,12.95,,5.7,13.0,31.7,0,0,0,0,Quebec City
7/10/2012,7.7,13.6,4.4,1012.3,84.0,0.25,,11.3,16.5,31.7,0,0,0,0,Quebec City
8/10/2012,5.9,10.3,0.1,1019.8,71.0,0.25,,7.2,16.5,31.7,0,0,0,0,Quebec City
9/10/2012,4.9,14.2,-1.7,1025.6,73.0,0.0,,5.7,13.0,31.7,0,0,0,0,Quebec City
10/10/2012,8.2,14.4,-1.7,1014.9,79.0,0.0,,8.0,16.5,31.7,0,0,0,0,Quebec City
11/10/2012,6.8,12.9,4.2,1008.0,76.0,26.42,,18.7,27.8,37.0,0,0,0,0,Quebec City
12/10/2012,4.0,8.4,0.5,1014.7,73.0,9.91,,13.7,22.2,55.4,0,0,0,0,Quebec City
13/10/2012,2.0,6.7,-2.1,1026.0,71.0,0.0,,12.6,18.3,42.4,0,0,0,0,Quebec City
14/10/2012,3.5,6.7,-2.1,1019.9,91.0,3.05,,4.1,7.6,31.7,0,0,0,0,Quebec City
15/10/2012,6.2,8.5,2.4,1006.2,94.0,25.4,,14.1,18.3,33.5,0,0,0,0,Quebec City
16/10/2012,6.7,8.6,5.1,1001.9,81.0,0.0,,14.8,25.9,,0,0,0,0,Quebec City
17/10/2012,4.9,9.7,-0.4,1011.3,69.0,0.0,,13.5,20.6,,0,0,0,0,Quebec City
18/10/2012,6.0,12.3,-0.4,1016.4,79.0,0.0,,6.7,13.0,,0,0,0,0,Quebec City
19/10/2012,7.1,13.8,0.1,1017.4,89.0,0.0,,8.3,13.0,,0,0,0,0,Quebec City
20/10/2012,10.7,12.1,3.0,1006.3,97.0,43.69,,11.9,18.3,33.5,0,0,0,0,Quebec City
21/10/2012,8.9,12.1,5.3,1003.8,92.0,3.81,,8.0,14.8,31.7,0,0,0,0,Quebec City
22/10/2012,9.8,12.6,5.3,1007.4,75.0,0.0,,18.5,24.1,31.7,0,0,0,0,Quebec City
23/10/2012,6.4,13.3,0.1,1017.1,64.0,0.0,,11.9,16.5,42.4,0,0,0,0,Quebec City
24/10/2012,4.0,10.5,-0.8,1021.9,71.0,0.0,,7.8,13.0,33.5,0,0,0,0,Quebec City
25/10/2012,3.5,10.1,-3.0,1024.8,75.0,0.0,,6.9,14.8,33.5,0,0,0,0,Quebec City
26/10/2012,10.2,18.0,5.9,1021.1,69.0,0.0,,5.6,11.1,33.5,0,0,0,0,Quebec City
27/10/2012,8.5,19.1,4.4,1019.3,75.0,0.0,,9.4,18.3,33.5,0,0,0,0,Quebec City
28/10/2012,9.5,14.4,5.2,1018.8,78.0,0.0,,13.9,20.6,37.0,0,0,0,0,Quebec City
29/10/2012,9.8,14.9,7.3,1015.0,89.0,0.0,,18.5,25.9,42.4,0,0,0,0,Quebec City
30/10/2012,13.8,16.8,7.5,1007.0,85.0,1.52,,28.0,31.3,61.1,0,0,0,0,Quebec City
31/10/2012,12.6,13.9,11.3,1001.3,95.0,5.59,,19.1,25.9,63.0,0,0,0,0,Quebec City
1/11/2012,8.3,13.4,6.7,997.9,97.0,0.0,,3.5,11.1,31.7,0,0,0,0,Quebec City
2/11/2012,6.0,8.4,5.1,998.9,95.0,1.02,,4.8,9.4,31.7,0,0,0,0,Quebec City
3/11/2012,5.4,6.9,4.7,1002.7,95.0,0.51,,9.1,14.8,31.7,0,0,0,0,Quebec City
4/11/2012,3.6,5.7,1.7,1009.7,79.0,0.0,,13.0,20.6,31.7,0,0,0,0,Quebec City
5/11/2012,0.3,5.1,-0.7,1015.9,57.0,0.0,,11.9,14.8,31.7,0,0,0,0,Quebec City
6/11/2012,-1.8,1.5,-5.6,1020.0,59.0,0.0,,12.8,18.3,38.85,0,0,0,0,Quebec City
7/11/2012,-3.3,2.1,-8.2,1024.9,76.0,0.0,,9.6,18.3,42.4,0,0,0,0,Quebec City
8/11/2012,1.7,4.5,-8.2,1019.5,67.0,0.0,,14.1,16.5,35.2,0,0,0,0,Quebec City
9/11/2012,2.2,6.4,-1.8,1013.9,72.0,0.0,,10.0,22.2,38.9,0,0,0,0,Quebec City
10/11/2012,1.5,7.1,-2.9,1021.7,55.0,0.0,,14.1,18.3,38.9,0,0,0,0,Quebec City
11/11/2012,-1.0,3.5,-5.7,1030.5,76.0,0.0,,7.4,16.5,33.5,0,0,0,0,Quebec City
12/11/2012,2.9,11.8,-4.8,1024.9,82.0,0.0,,3.9,7.6,54.7,0,0,0,0,Quebec City
13/11/2012,7.5,16.9,-3.5,1018.2,82.0,4.06,,15.4,27.8,54.7,0,0,0,0,Quebec City
14/11/2012,-0.6,2.9,-4.6,1034.0,73.0,0.51,,6.5,9.4,75.9,0,0,0,0,Quebec City
15/11/2012,0.8,3.3,-6.4,1034.0,72.0,0.0,,6.5,11.1,,0,0,0,0,Quebec City
16/11/2012,-2.3,3.3,-7.4,1028.2,89.0,0.0,,6.3,14.8,,0,0,0,0,Quebec City
17/11/2012,-1.1,3.7,-7.4,1034.8,67.0,0.0,,8.1,11.1,,0,0,0,0,Quebec City
18/11/2012,-3.7,3.9,-9.2,1040.1,71.0,0.0,,2.6,7.6,,0,0,0,0,Quebec City
19/11/2012,-2.6,5.0,-9.2,1034.3,71.0,0.0,,5.0,9.4,,0,0,0,0,Quebec City
20/11/2012,-2.6,5.6,-8.7,1024.7,75.0,0.0,,2.4,3.5,,0,0,0,0,Quebec City
21/11/2012,1.3,8.8,-8.7,1023.5,71.0,0.0,,3.3,5.4,,0,0,0,0,Quebec City
22/11/2012,-0.3,9.5,-5.8,1021.8,84.0,0.0,,3.1,7.6,,0,0,0,0,Quebec City
23/11/2012,0.7,10.3,-6.0,1010.9,76.0,0.0,,2.8,5.4,51.1,0,0,0,0,Quebec City
24/11/2012,4.8,11.3,-6.0,998.6,80.0,0.0,,9.6,16.5,51.1,0,0,0,0,Quebec City
25/11/2012,-2.4,-1.0,-3.9,998.8,68.0,0.0,,22.8,31.3,44.6,0,0,0,0,Quebec City
26/11/2012,-4.4,-1.1,-7.7,1009.6,63.0,0.0,,19.6,27.8,57.6,0,0,0,0,Quebec City
27/11/2012,-7.7,-1.2,-12.9,1024.4,73.0,0.0,,6.7,13.0,35.2,0,0,0,0,Quebec City
28/11/2012,-6.8,-1.0,-12.9,1023.9,78.0,0.0,,4.8,7.6,38.8,0,0,0,0,Quebec City
29/11/2012,-6.0,-1.0,-12.4,1018.5,78.0,2.79,,10.4,27.8,38.8,0,0,0,0,Quebec City
30/11/2012,-13.3,-2.1,-19.4,1030.4,66.0,0.0,,11.3,14.8,42.4,0,0,0,0,Quebec City
1/12/2012,-14.3,-6.1,-20.4,1037.8,83.0,0.0,,5.6,11.1,,0,0,0,0,Quebec City
2/12/2012,-2.8,1.0,-5.5,1024.3,87.0,2.79,,4.8,7.6,,0,0,0,0,Quebec City
3/12/2012,2.5,4.0,-4.7,1015.9,94.0,11.43,,8.3,14.8,,0,0,0,0,Quebec City
4/12/2012,2.0,4.0,0.3,1021.0,88.0,0.0,,4.3,9.4,,0,0,0,0,Quebec City
5/12/2012,4.3,7.0,-0.7,1009.6,86.0,10.16,,12.6,27.8,,0,0,0,0,Quebec City
6/12/2012,-4.3,6.6,-8.6,1024.1,63.0,0.0,,13.0,18.3,48.2,0,0,0,0,Quebec City
7/12/2012,-3.6,1.4,-7.8,1020.5,73.0,0.0,,3.1,5.4,35.2,0,0,0,0,Quebec City
8/12/2012,-0.1,1.8,-6.2,1015.2,83.0,0.0,,4.6,11.1,40.13333333333333,0,0,0,0,Quebec City
9/12/2012,-0.9,0.4,-5.2,1018.3,88.0,4.57,,12.0,18.3,40.13333333333333,0,0,0,0,Quebec City
10/12/2012,-6.0,0.8,-8.7,1015.9,88.0,7.62,,19.6,29.4,37.0,0,0,0,0,Quebec City
11/12/2012,-5.5,-1.6,-9.5,1007.0,86.0,6.1,,11.5,16.5,55.4,0,0,0,0,Quebec City
12/12/2012,-10.4,-1.6,-15.1,1024.3,85.0,0.0,,5.9,11.1,45.3,0,0,0,0,Quebec City
13/12/2012,-9.2,-5.7,-17.5,1029.1,92.0,0.0,,4.6,11.1,45.3,0,0,0,0,Quebec City
14/12/2012,-2.3,0.6,-5.0,1018.4,93.0,1.02,,7.4,13.0,45.3,0,0,0,0,Quebec City
15/12/2012,-10.5,0.6,-14.8,1027.4,71.0,0.25,,8.3,20.6,35.2,0,0,0,0,Quebec City
16/12/2012,-14.2,-7.7,-18.9,1028.7,81.0,0.0,,9.6,18.3,33.5,0,0,0,0,Quebec City
17/12/2012,-6.1,-4.2,-7.2,1020.7,82.0,2.03,,22.4,27.8,46.5,0,0,0,0,Quebec City
18/12/2012,-0.6,1.2,-6.7,1011.2,96.0,9.65,,21.1,29.4,46.5,0,0,0,0,Quebec City
19/12/2012,0.4,1.2,-1.5,1006.8,96.0,13.46,,15.7,25.9,48.2,0,0,0,0,Quebec City
20/12/2012,-0.9,1.0,-1.8,1020.5,94.0,1.27,,6.1,9.4,35.2,0,0,0,0,Quebec City
21/12/2012,-1.1,0.4,-1.8,1009.9,94.0,5.84,,21.1,38.9,53.70000000000001,0,0,0,0,Quebec City
22/12/2012,0.5,1.7,-2.5,987.8,92.0,9.4,,18.5,42.4,75.9,0,0,0,0,Quebec City
23/12/2012,-8.6,1.8,-11.3,1002.1,83.0,1.02,,19.4,27.8,50.0,0,0,0,0,Quebec City
24/12/2012,-11.7,-8.7,-13.2,1012.8,76.0,0.0,,16.5,25.9,44.6,0,0,0,0,Quebec City
25/12/2012,-14.7,-9.1,-20.3,1020.0,81.0,0.0,,6.7,13.0,44.6,0,0,0,0,Quebec City
26/12/2012,-15.8,-9.0,-21.8,1027.6,86.0,0.0,,3.7,9.4,40.9,0,0,0,0,Quebec City
27/12/2012,-8.1,-5.0,-15.9,1020.0,91.0,1.78,,18.0,29.4,33.5,0,0,0,0,Quebec City
28/12/2012,-4.6,-3.1,-7.1,1011.5,83.0,6.6,,10.6,20.6,53.5,0,0,0,0,Quebec City
29/12/2012,-9.1,-3.8,-12.4,1014.7,83.0,0.0,,13.0,16.5,33.5,0,0,0,0,Quebec City
30/12/2012,-8.7,-6.6,-12.4,1006.3,84.0,1.52,,9.4,22.2,41.96666666666667,0,0,0,0,Quebec City
31/12/2012,-14.8,-6.9,-17.4,1013.5,71.0,0.0,,16.5,24.1,38.9,0,0,0,0,Quebec City
1/01/2013,-11.2,-7.4,-17.4,1005.1,78.0,2.03,,15.2,27.8,37.0,0,0,0,0,Quebec City
2/01/2013,-18.8,-16.0,-21.8,1013.1,67.0,0.0,,18.9,24.1,46.5,0,0,0,0,Quebec City
3/01/2013,-20.0,-15.9,-22.6,1020.0,71.0,0.0,,14.3,18.3,37.0,0,0,0,0,Quebec City
4/01/2013,-15.0,-6.5,-19.5,1008.4,85.0,4.06,,7.8,14.8,31.7,0,0,0,0,Quebec City
5/01/2013,-7.2,-1.4,-18.7,1011.8,72.0,2.54,,17.0,27.8,31.7,0,0,0,0,Quebec City
6/01/2013,-14.4,-1.4,-24.9,1018.9,83.0,1.02,,5.2,9.4,59.4,0,0,0,0,Quebec City
7/01/2013,-12.0,-7.4,-19.5,1023.5,79.0,1.27,,11.3,20.6,44.975,0,0,0,0,Quebec City
8/01/2013,-9.5,0.7,-22.7,1021.4,86.0,0.0,,7.4,18.3,37.0,0,0,0,0,Quebec City
9/01/2013,-0.4,0.6,-2.2,1022.6,86.0,0.0,,7.0,18.3,44.6,0,0,0,0,Quebec City
10/01/2013,0.8,2.9,-3.1,1017.3,77.0,4.32,,21.9,33.5,38.9,0,0,0,0,Quebec City
11/01/2013,-6.3,2.9,-13.5,1031.7,82.0,0.0,,8.1,13.0,59.4,0,0,0,0,Quebec City
12/01/2013,-0.4,1.8,-1.8,1019.2,92.0,1.78,,5.9,14.8,60.25,0,0,0,0,Quebec City
13/01/2013,2.4,4.3,-2.0,1015.2,99.0,0.0,,3.3,7.6,60.25,0,0,0,0,Quebec City
14/01/2013,2.5,6.2,0.9,1010.4,90.0,6.1,,12.4,31.3,60.25,0,0,0,0,Quebec City
15/01/2013,-4.8,6.2,-9.1,1025.0,64.0,0.0,,10.2,18.3,61.1,0,0,0,0,Quebec City
16/01/2013,-6.3,-2.2,-10.9,1018.7,77.0,0.0,,3.9,9.4,45.55,0,0,0,0,Quebec City
17/01/2013,-6.7,0.1,-16.5,1009.6,67.0,0.51,,16.7,31.3,45.55,0,0,0,0,Quebec City
18/01/2013,-21.9,-15.9,-28.1,1024.2,62.0,0.0,,10.0,14.8,57.6,0,0,0,0,Quebec City
19/01/2013,-12.7,-6.6,-17.3,1018.4,82.0,4.32,,3.7,7.6,33.5,0,0,0,0,Quebec City
20/01/2013,-4.8,1.9,-7.4,1001.3,86.0,10.41,,20.7,37.0,46.5,0,0,0,0,Quebec City
21/01/2013,-18.9,-15.0,-22.2,1013.3,63.0,0.0,,20.4,37.0,37.833333333333336,0,0,0,0,Quebec City
22/01/2013,-23.2,-16.4,-32.3,1014.1,70.0,0.0,,4.8,11.1,33.5,0,0,0,0,Quebec City
23/01/2013,-24.4,-16.2,-32.3,1017.4,57.0,0.0,,17.0,22.2,33.5,0,0,0,0,Quebec City
24/01/2013,-23.0,-19.1,-25.3,1017.5,63.0,0.0,,20.4,31.3,42.4,0,0,0,0,Quebec City
25/01/2013,-18.7,-16.5,-25.4,1022.6,63.0,0.0,,20.9,31.3,46.5,0,0,0,0,Quebec City
26/01/2013,-17.9,-12.9,-25.1,1019.8,68.0,0.0,,12.6,20.6,44.6,0,0,0,0,Quebec City
27/01/2013,-15.7,-12.5,-19.3,1026.2,61.0,0.0,,15.9,25.9,35.2,0,0,0,0,Quebec City
28/01/2013,-15.7,-9.9,-21.9,1028.5,71.0,0.0,,6.7,13.0,35.2,0,0,0,0,Quebec City
29/01/2013,-7.3,-1.7,-12.6,1019.9,70.0,0.0,,4.6,11.1,35.2,0,0,0,0,Quebec City
30/01/2013,-0.7,4.4,-4.0,1006.3,92.0,6.1,,6.5,11.1,35.2,0,0,0,0,Quebec City
