Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,City
9/12/2011,1.4,3.0,0.0,1020.0,66.0,1.27,17.4,16.7,35.2,46.5,1,1,0,0,Montreal
10/12/2011,-1.3,3.4,-5.1,1024.1,67.0,2.54,23.2,17.4,33.5,40.7,1,1,0,0,Montreal
11/12/2011,-2.4,2.0,-5.0,1031.0,67.0,0.0,32.0,14.6,29.4,40.7,0,0,0,0,Montreal
12/12/2011,1.4,5.2,-5.0,1029.8,56.0,0.0,34.0,15.2,25.9,33.5,0,0,0,0,Montreal
13/12/2011,0.8,5.5,-1.1,1029.1,73.0,0.25,18.0,8.0,13.0,37.699999999999996,1,1,0,0,Montreal
14/12/2011,1.3,2.0,-1.1,1029.0,83.0,0.0,6.9,7.4,14.8,37.699999999999996,1,1,0,0,Montreal
15/12/2011,4.6,8.0,1.6,1012.4,83.0,33.02,6.3,22.2,35.2,38.9,1,0,0,0,Montreal
16/12/2011,5.3,10.0,-1.0,1008.3,57.666666666666664,10.41,29.3,28.9,40.7,55.4,1,0,0,0,Montreal
17/12/2011,-5.7,-2.0,-8.0,1022.2,55.0,0.0,31.7,11.1,20.6,53.65,0,1,0,0,Montreal
18/12/2011,-9.1,-3.6,-12.0,1026.0,55.0,0.0,34.0,8.7,14.8,53.65,0,0,0,0,Montreal
19/12/2011,-2.3,6.0,-8.2,1013.8,63.0,0.0,24.3,22.0,37.0,51.9,1,1,0,0,Montreal
20/12/2011,-3.6,5.7,-8.2,1019.0,61.0,0.0,27.2,15.2,25.9,33.5,1,0,0,0,Montreal
21/12/2011,-5.5,-1.6,-8.5,1014.9,74.0,0.0,17.7,9.8,22.2,30.65,1,1,0,0,Montreal
22/12/2011,0.8,4.0,-2.2,1012.0,82.0,11.68,15.4,11.5,18.3,27.8,1,0,0,0,Montreal
23/12/2011,-0.9,2.2,-6.0,1017.8,84.0,5.08,10.1,8.9,20.6,30.65,0,1,0,0,Montreal
24/12/2011,-14.0,-7.9,-17.0,1032.2,57.0,0.76,31.1,11.5,18.3,,0,1,0,0,Montreal
25/12/2011,-12.4,-8.0,-15.1,1027.7,59.0,1.27,15.0,13.1,18.3,,0,1,0,0,Montreal
26/12/2011,-5.3,0.0,-9.2,1019.2,79.0,3.3,22.7,11.1,24.1,,0,1,0,0,Montreal
27/12/2011,0.0,2.0,-2.0,1012.1,65.0,0.0,31.1,13.5,18.3,,1,0,0,0,Montreal
28/12/2011,-1.1,3.0,-10.0,995.3,78.0,15.49,16.7,25.0,42.4,59.4,1,1,0,0,Montreal
29/12/2011,-15.3,-10.5,-18.1,1011.4,57.0,2.79,29.8,30.0,42.4,55.4,0,1,0,0,Montreal
30/12/2011,-14.9,-11.0,-17.4,1018.9,63.0,0.0,22.5,14.3,24.1,57.4,0,1,0,0,Montreal
31/12/2011,-5.6,-2.0,-9.7,1014.4,77.0,2.03,16.7,17.6,25.9,57.4,1,1,0,0,Montreal
1/01/2012,-0.5,4.0,-2.3,1012.7,86.0,0.0,8.9,9.1,29.4,38.9,1,1,0,1,Montreal
2/01/2012,2.2,5.0,-4.0,997.6,68.0,1.52,23.5,30.6,48.2,63.0,1,0,0,0,Montreal
3/01/2012,-12.0,-4.8,-16.0,1013.8,54.0,0.0,23.2,22.2,33.5,44.3,0,1,0,0,Montreal
4/01/2012,-15.3,-9.0,-19.0,1019.9,58.0,0.0,21.7,13.1,24.1,44.375,0,1,0,0,Montreal
5/01/2012,-6.6,-4.0,-10.0,1008.9,71.0,1.52,21.7,11.9,25.9,31.3,0,1,0,0,Montreal
6/01/2012,-10.9,-9.0,-13.0,1010.4,68.0,1.27,16.7,16.9,27.8,37.0,0,1,0,0,Montreal
7/01/2012,-6.8,-3.0,-10.5,1005.9,79.0,0.51,14.2,8.0,18.3,44.5,1,1,0,0,Montreal
8/01/2012,-4.4,1.0,-8.0,1019.5,66.0,1.27,21.1,17.0,31.3,50.0,0,1,0,0,Montreal
9/01/2012,-5.8,-0.6,-9.9,1022.1,70.0,0.51,23.3,9.4,20.6,44.5,0,1,0,0,Montreal
10/01/2012,0.2,3.0,-5.0,1009.2,67.0,1.02,21.2,23.2,38.9,46.5,1,1,0,0,Montreal
11/01/2012,-11.4,-5.7,-15.0,1020.4,54.0,0.0,24.0,17.2,25.9,46.9,0,0,0,0,Montreal
12/01/2012,-8.4,-5.0,-11.8,1014.8,60.0,1.52,16.9,27.6,37.0,48.2,0,1,0,0,Montreal
13/01/2012,-4.6,-2.0,-5.1,995.9,80.0,18.8,8.2,23.0,35.2,44.3,1,1,0,0,Montreal
14/01/2012,-13.1,-1.5,-18.1,1009.5,62.0,5.84,21.4,24.4,38.9,48.2,0,1,0,0,Montreal
15/01/2012,-19.5,-9.7,-24.1,1027.5,58.0,0.0,32.0,12.0,25.9,46.9,0,0,0,0,Montreal
16/01/2012,-14.8,-7.0,-19.0,1030.4,64.0,0.0,34.0,11.7,22.2,100.0,0,0,0,0,Montreal
17/01/2012,-8.8,-3.0,-14.8,1013.1,67.0,2.79,12.7,11.9,27.8,100.0,1,1,0,0,Montreal
18/01/2012,-6.7,5.0,-12.0,1006.7,60.0,8.64,22.4,34.3,74.1,100.0,1,1,0,0,Montreal
19/01/2012,-12.2,3.8,-18.3,1020.4,63.0,0.0,32.0,14.3,42.4,100.0,0,1,0,0,Montreal
20/01/2012,-9.3,-3.2,-18.3,1018.4,54.0,0.51,25.9,26.5,38.9,48.2,0,1,0,0,Montreal
21/01/2012,-14.9,-12.0,-18.0,1026.4,54.0,0.0,26.1,9.4,18.3,43.55,0,1,0,0,Montreal
22/01/2012,-14.9,-8.0,-20.0,1031.7,71.0,0.0,18.5,5.7,18.3,43.55,0,0,0,1,Montreal
23/01/2012,-6.1,3.0,-13.0,1022.6,66.0,0.0,27.5,14.8,29.4,38.9,1,0,0,0,Montreal
24/01/2012,3.1,5.0,2.0,1009.4,78.0,7.87,19.5,26.3,40.7,50.0,1,1,0,0,Montreal
25/01/2012,-2.3,5.2,-5.5,1021.5,63.0,0.0,24.1,23.9,35.2,48.2,0,1,0,0,Montreal
26/01/2012,-6.2,0.0,-11.6,1023.5,61.0,0.0,24.1,8.7,24.1,42.53333333333333,0,0,0,0,Montreal
27/01/2012,-2.3,1.0,-6.0,1007.0,68.0,16.0,9.7,20.4,27.8,29.4,1,1,0,0,Montreal
28/01/2012,-0.3,2.0,-2.0,1008.4,78.0,14.73,32.2,15.4,31.3,40.7,0,1,0,0,Montreal
29/01/2012,0.1,3.0,-2.0,1009.9,60.0,0.0,23.2,32.6,57.2,75.9,1,1,0,0,Montreal
30/01/2012,-6.3,1.0,-10.7,1018.6,59.0,0.0,34.1,15.4,25.9,33.5,0,0,0,0,Montreal
31/01/2012,-8.2,-4.4,-10.7,1022.1,64.0,1.02,17.2,13.0,22.2,50.03333333333334,0,1,0,0,Montreal
1/02/2012,-5.9,-4.0,-7.7,1009.6,84.0,11.94,6.3,13.3,22.2,27.8,1,1,0,0,Montreal
2/02/2012,-6.3,-3.0,-8.0,1020.6,70.0,1.27,18.3,10.2,20.6,27.8,0,1,0,0,Montreal
3/02/2012,-7.9,-3.0,-13.0,1028.5,76.0,0.25,18.7,7.0,18.3,27.8,0,1,0,1,Montreal
4/02/2012,-6.5,-2.9,-13.6,1026.0,66.0,0.51,34.1,9.4,20.6,27.8,0,1,0,0,Montreal
5/02/2012,-10.3,-3.8,-16.5,1022.7,72.0,0.0,22.0,6.7,20.6,27.8,0,1,0,1,Montreal
6/02/2012,0.7,3.0,-3.1,1011.8,69.0,0.0,24.1,27.4,35.2,50.0,0,1,0,0,Montreal
7/02/2012,-2.2,3.1,-7.0,1017.8,56.0,0.0,25.1,15.7,22.2,29.4,0,0,0,0,Montreal
8/02/2012,-8.5,2.0,-14.2,1023.9,51.0,0.0,33.2,13.7,31.3,38.2,0,0,0,0,Montreal
9/02/2012,-2.0,3.0,-5.4,1016.1,63.0,0.0,29.0,21.7,29.4,35.2,0,0,0,0,Montreal
10/02/2012,0.2,2.8,-5.4,1015.0,72.0,0.0,24.1,22.0,29.4,38.9,0,0,0,0,Montreal
11/02/2012,-8.7,0.0,-14.0,1013.1,78.0,0.76,21.2,14.8,33.5,35.86666666666667,0,1,0,0,Montreal
12/02/2012,-14.8,-7.4,-17.0,1010.8,53.0,0.0,30.1,16.5,31.3,35.2,0,1,0,0,Montreal
13/02/2012,-7.6,-3.0,-11.9,1009.5,54.0,0.0,33.0,20.9,25.9,33.5,0,1,0,0,Montreal
14/02/2012,-7.6,2.0,-14.0,1014.4,65.0,0.0,24.0,8.5,18.3,39.85,0,1,0,0,Montreal
15/02/2012,0.3,2.0,-2.0,1019.1,78.0,1.02,14.8,3.9,9.4,39.85,1,1,0,0,Montreal
16/02/2012,2.1,4.1,-1.9,1022.2,78.0,0.51,16.7,9.6,18.3,27.8,1,1,0,0,Montreal
17/02/2012,2.4,4.1,0.4,1011.2,74.0,3.05,21.4,23.7,40.7,51.9,1,0,0,0,Montreal
18/02/2012,0.7,2.0,-1.0,1012.1,66.0,0.0,33.0,20.2,25.9,33.5,0,0,0,0,Montreal
19/02/2012,-3.9,-0.6,-7.0,1018.6,65.0,0.0,33.0,11.9,20.6,33.5,0,0,0,0,Montreal
20/02/2012,-6.4,-1.3,-11.3,1022.9,66.0,0.0,35.1,9.4,20.6,33.5,0,0,0,0,Montreal
21/02/2012,-2.4,2.0,-6.2,1021.7,67.0,0.0,34.9,9.6,24.1,33.5,0,0,0,0,Montreal
22/02/2012,2.3,6.0,-1.0,1001.4,77.0,2.29,20.1,15.9,27.8,38.9,1,1,0,0,Montreal
23/02/2012,1.7,6.5,-0.1,998.4,78.0,0.51,19.6,14.1,24.1,27.8,1,1,0,0,Montreal
24/02/2012,-0.5,3.0,-4.0,1006.1,75.0,0.25,20.8,10.4,25.9,38.9,0,1,0,0,Montreal
25/02/2012,-0.9,1.4,-4.0,990.2,84.0,16.51,7.6,24.8,40.7,55.4,1,1,0,0,Montreal
26/02/2012,-8.9,0.8,-12.2,1021.6,57.0,0.25,34.9,25.4,33.5,48.2,0,0,0,0,Montreal
27/02/2012,-7.6,-4.7,-12.2,1026.0,60.0,0.0,28.8,14.8,27.8,38.833333333333336,0,1,0,0,Montreal
28/02/2012,-6.2,-4.0,-8.1,1025.7,68.0,1.27,24.9,12.4,22.2,29.4,0,1,0,0,Montreal
29/02/2012,-7.6,-2.9,-14.8,1027.2,64.0,0.0,24.1,11.3,27.8,38.9,0,0,0,0,Montreal
1/03/2012,-4.4,-3.0,-6.0,1014.0,67.0,9.91,7.6,27.4,35.2,44.3,0,1,0,0,Montreal
2/03/2012,-4.7,-2.0,-6.0,1014.9,83.0,5.08,8.2,18.3,24.1,33.5,1,1,0,0,Montreal
3/03/2012,2.1,7.0,-2.0,999.1,67.0,4.32,25.3,31.1,63.0,83.2,1,1,0,0,Montreal
4/03/2012,-3.1,3.4,-8.0,1001.4,57.0,0.0,30.1,25.6,57.2,68.3,0,1,0,0,Montreal
5/03/2012,-12.3,-0.7,-16.3,1013.8,54.0,0.0,30.9,22.6,29.4,57.325,0,0,0,0,Montreal
6/03/2012,-10.6,-5.0,-15.0,1032.0,52.0,0.0,35.9,10.2,18.3,54.36666666666667,0,0,0,0,Montreal
7/03/2012,-0.2,11.0,-6.0,1024.5,52.0,0.0,26.1,10.4,16.5,54.36666666666667,0,0,0,0,Montreal
8/03/2012,9.2,13.0,5.0,1009.5,58.0,0.0,25.9,23.7,51.9,64.8,1,0,0,0,Montreal
9/03/2012,-1.2,12.9,-5.3,1014.3,68.0,7.37,28.8,21.5,46.5,59.4,1,1,0,0,Montreal
10/03/2012,-3.8,0.0,-7.2,1028.5,56.0,0.0,34.9,12.4,25.9,38.9,0,0,0,0,Montreal
11/03/2012,2.2,11.0,-3.2,1025.0,58.0,0.0,35.9,12.2,24.1,30.65,0,0,0,0,Montreal
12/03/2012,6.9,12.0,2.0,1022.5,57.0,0.0,32.8,8.3,20.6,30.65,0,0,0,0,Montreal
13/03/2012,5.9,12.7,1.1,1013.7,72.0,6.86,15.0,10.2,16.5,30.65,1,0,0,0,Montreal
14/03/2012,1.6,3.1,0.0,1019.0,92.0,3.81,5.5,10.6,20.6,27.8,1,1,0,1,Montreal
15/03/2012,0.9,4.0,-1.0,1026.6,87.0,0.25,17.4,18.7,27.8,33.5,1,1,0,0,Montreal
16/03/2012,2.1,4.3,-0.7,1020.1,92.0,9.14,11.7,15.9,27.8,29.4,1,0,0,0,Montreal
17/03/2012,5.3,11.0,0.0,1025.2,86.0,0.25,13.5,4.1,9.4,29.4,1,0,0,1,Montreal
18/03/2012,11.0,23.0,3.0,1021.1,72.0,0.0,35.9,7.8,14.8,29.4,1,0,0,0,Montreal
19/03/2012,13.7,23.1,2.8,1019.9,75.0,0.0,21.6,7.6,18.3,29.4,0,0,0,0,Montreal
20/03/2012,9.9,22.0,3.0,1023.5,62.0,0.0,23.8,8.9,16.5,,0,0,0,0,Montreal
21/03/2012,19.1,26.0,10.0,1023.6,61.0,0.0,27.8,10.7,16.5,,0,0,0,0,Montreal
22/03/2012,17.7,25.8,8.9,1020.0,61.0,0.0,25.1,13.0,22.2,,1,0,0,0,Montreal
23/03/2012,12.5,23.9,6.4,1021.7,48.0,0.25,35.9,9.6,22.2,,1,0,0,0,Montreal
24/03/2012,6.2,17.8,2.6,1022.2,32.0,0.0,34.1,16.1,22.2,31.3,0,0,0,0,Montreal
25/03/2012,5.9,9.0,2.5,1012.0,62.0,5.33,22.5,9.3,20.6,41.833333333333336,1,0,0,0,Montreal
26/03/2012,1.6,9.2,-4.3,1013.1,50.0,0.0,35.9,23.0,33.5,53.5,1,0,0,0,Montreal
27/03/2012,-2.3,4.6,-8.3,1025.3,31.0,0.0,36.9,15.7,29.4,40.7,0,0,0,0,Montreal
28/03/2012,1.3,4.4,-8.3,1012.9,60.0,2.54,23.7,15.7,25.9,33.5,1,1,0,0,Montreal
29/03/2012,2.1,4.6,-1.7,1008.4,75.0,3.3,20.8,12.2,24.1,31.3,1,1,0,0,Montreal
30/03/2012,0.3,5.0,-5.0,1017.6,50.0,0.0,35.9,14.4,24.1,35.2,0,0,0,0,Montreal
31/03/2012,3.1,8.0,-1.0,1016.6,42.0,0.0,36.9,9.8,18.3,33.333333333333336,0,0,0,0,Montreal
1/04/2012,2.6,8.8,-2.3,1010.0,63.0,0.0,29.0,6.5,22.2,29.4,1,0,0,0,Montreal
2/04/2012,3.0,8.0,-2.0,1009.7,53.0,2.54,32.5,14.1,29.4,37.0,1,0,0,0,Montreal
3/04/2012,3.5,11.0,-3.0,1012.7,33.0,0.0,36.9,13.7,29.4,37.0,0,0,0,0,Montreal
4/04/2012,7.0,11.4,-3.7,1004.2,41.0,0.0,31.1,17.0,29.4,40.7,0,0,0,0,Montreal
5/04/2012,4.6,10.5,1.4,1009.5,47.0,0.0,27.2,18.9,25.9,37.0,0,0,0,0,Montreal
6/04/2012,4.3,9.0,0.0,1015.6,39.0,0.0,35.9,18.3,31.3,37.0,0,0,0,0,Montreal
7/04/2012,5.6,10.1,-0.7,1018.2,34.0,0.0,34.0,10.7,16.5,36.025000000000006,0,0,0,0,Montreal
8/04/2012,7.7,12.1,0.0,1011.6,42.0,0.0,35.9,13.1,22.2,29.4,0,0,0,0,Montreal
9/04/2012,7.8,12.8,2.9,996.5,56.0,2.29,24.1,16.5,33.5,40.7,1,0,0,0,Montreal
10/04/2012,5.9,9.5,3.9,999.4,75.0,0.0,24.1,17.8,33.5,37.0,1,0,0,0,Montreal
11/04/2012,5.7,11.0,0.6,1009.2,75.0,1.52,24.1,12.0,33.5,40.7,1,0,0,0,Montreal
12/04/2012,7.3,12.0,3.0,1017.2,54.0,0.0,36.9,12.6,18.3,36.333333333333336,1,0,0,0,Montreal
13/04/2012,8.4,16.0,1.0,1019.3,43.0,0.0,38.8,13.7,31.3,38.9,0,0,0,0,Montreal
14/04/2012,11.0,16.6,0.8,1017.2,41.0,0.0,36.9,19.1,25.9,29.4,0,0,0,0,Montreal
15/04/2012,14.2,20.1,5.4,1011.9,56.0,0.0,28.8,16.7,31.3,37.0,0,0,0,0,Montreal
16/04/2012,19.9,28.0,14.0,1009.4,61.0,0.0,26.2,16.3,29.4,37.0,1,0,0,0,Montreal
17/04/2012,14.8,26.4,10.0,1015.9,45.0,2.03,37.7,30.6,44.3,57.2,1,0,0,0,Montreal
18/04/2012,5.2,10.0,-1.0,1025.9,47.0,0.0,38.0,12.0,24.1,33.5,0,0,0,0,Montreal
19/04/2012,10.9,21.0,3.0,1016.1,45.0,0.0,37.8,10.2,27.8,34.56666666666667,0,0,0,0,Montreal
20/04/2012,9.9,21.1,2.7,1013.0,60.0,0.51,24.9,21.1,33.5,38.9,1,0,0,0,Montreal
21/04/2012,6.1,7.0,4.0,1008.8,82.0,6.1,20.8,17.4,25.9,33.5,1,0,0,0,Montreal
22/04/2012,3.4,7.0,1.0,1016.0,77.0,12.95,31.7,20.9,27.8,31.3,1,1,0,0,Montreal
23/04/2012,3.7,6.6,0.5,1001.9,80.0,29.72,20.9,42.8,51.9,70.2,1,1,0,0,Montreal
24/04/2012,7.1,9.6,0.8,991.6,74.0,2.79,25.3,21.9,42.4,53.5,1,1,0,0,Montreal
25/04/2012,6.5,10.0,4.0,1003.7,64.0,1.52,28.8,19.1,31.3,40.7,1,0,0,0,Montreal
26/04/2012,7.2,11.0,3.0,1009.4,61.0,0.0,32.7,11.5,18.3,27.8,1,0,0,0,Montreal
27/04/2012,4.1,8.3,1.0,1008.0,66.0,5.08,21.1,24.3,38.9,51.9,1,1,0,0,Montreal
28/04/2012,2.0,8.0,-2.0,1020.1,43.0,0.0,36.9,24.4,35.2,48.2,0,0,0,0,Montreal
29/04/2012,4.2,9.0,0.0,1020.4,34.0,0.0,38.8,18.7,31.3,50.0,0,0,0,0,Montreal
30/04/2012,6.8,13.0,-1.0,1025.2,36.0,0.0,36.9,8.1,18.3,50.03333333333333,0,0,0,0,Montreal
1/05/2012,9.9,12.2,7.9,1016.9,63.0,3.3,16.3,10.6,24.1,46.5,1,0,0,0,Montreal
2/05/2012,10.8,15.0,8.0,1019.3,85.0,0.76,9.2,12.2,18.3,46.5,1,0,0,1,Montreal
3/05/2012,13.6,17.0,11.0,1017.4,76.0,1.52,24.1,13.7,18.3,46.5,1,0,0,0,Montreal
4/05/2012,14.7,17.0,13.0,1012.5,82.0,1.78,17.1,8.3,14.8,46.5,1,0,0,0,Montreal
5/05/2012,10.8,16.0,5.0,1018.9,53.0,0.0,36.0,13.9,31.3,46.5,1,0,0,0,Montreal
6/05/2012,12.2,17.0,6.0,1021.1,35.0,0.0,38.8,12.2,22.2,35.7,0,0,0,0,Montreal
7/05/2012,13.4,21.0,5.0,1019.4,35.0,0.0,38.6,6.7,18.3,35.7,0,0,0,0,Montreal
8/05/2012,14.0,21.3,3.3,1009.9,57.0,12.7,16.6,16.9,31.3,37.0,1,0,0,0,Montreal
9/05/2012,14.6,19.0,12.0,1004.4,80.0,6.86,11.7,9.6,20.6,29.4,1,0,0,0,Montreal
10/05/2012,11.3,19.4,8.8,1000.0,76.0,0.0,23.5,18.0,35.2,40.7,1,0,0,0,Montreal
11/05/2012,11.7,18.0,7.0,1008.6,50.0,1.52,36.9,19.8,31.3,46.5,1,0,0,0,Montreal
12/05/2012,14.3,24.0,7.0,1017.0,44.0,0.0,38.8,13.3,27.8,29.4,0,0,0,0,Montreal
13/05/2012,17.6,23.9,7.0,1019.2,58.0,3.56,30.1,10.6,20.6,37.95,1,0,0,0,Montreal
14/05/2012,16.8,24.0,8.0,1018.7,56.0,0.0,37.8,6.5,16.5,37.95,0,0,0,0,Montreal
15/05/2012,18.1,21.5,16.0,1015.7,75.0,0.51,24.5,11.7,18.3,37.95,1,0,0,0,Montreal
16/05/2012,17.4,24.0,12.9,1009.7,73.0,1.27,23.0,14.6,48.2,64.8,1,0,0,0,Montreal
17/05/2012,12.3,24.3,5.5,1016.5,52.0,0.25,38.9,19.1,29.4,51.9,1,0,0,0,Montreal
18/05/2012,14.1,21.0,8.0,1021.8,46.0,0.0,40.9,13.9,22.2,27.8,0,0,0,0,Montreal
19/05/2012,18.3,26.0,12.0,1020.7,47.0,0.0,39.8,9.3,18.3,48.166666666666664,0,0,0,0,Montreal
20/05/2012,22.9,31.0,15.0,1021.4,43.0,0.0,39.8,7.8,14.8,38.266666666666666,0,0,0,0,Montreal
21/05/2012,24.3,31.4,14.4,1019.4,43.0,0.0,36.9,17.0,33.5,44.3,0,0,0,0,Montreal
22/05/2012,20.1,25.4,16.0,1013.5,73.0,18.29,16.9,13.5,33.5,37.0,1,0,0,0,Montreal
23/05/2012,16.5,22.3,11.2,1014.3,72.0,5.33,24.1,9.6,25.9,33.5,1,0,0,0,Montreal
24/05/2012,21.3,28.0,13.0,1017.6,61.0,0.0,28.2,8.5,24.1,35.2,1,0,0,0,Montreal
25/05/2012,23.1,28.4,13.4,1016.4,65.0,0.0,24.1,19.1,25.9,33.5,0,0,0,0,Montreal
26/05/2012,21.1,27.6,15.9,1017.7,56.0,5.08,25.4,13.7,37.0,55.4,1,0,1,0,Montreal
27/05/2012,17.4,24.7,13.6,1021.8,45.0,0.0,35.9,8.5,16.5,41.36666666666667,1,0,0,0,Montreal
28/05/2012,17.3,21.5,13.6,1016.0,54.0,0.51,34.0,16.5,27.8,33.5,1,0,0,0,Montreal
29/05/2012,17.1,27.0,11.0,1006.9,69.0,11.68,20.4,12.4,31.3,46.5,1,0,1,0,Montreal
30/05/2012,20.6,27.0,10.9,1004.0,56.0,15.49,33.6,18.7,35.2,46.5,1,0,0,0,Montreal
31/05/2012,16.8,24.2,13.1,1009.4,58.0,1.52,34.6,11.7,22.2,29.4,1,0,0,0,Montreal
1/06/2012,15.4,20.0,10.0,1016.8,46.0,0.0,38.8,13.0,22.2,27.8,0,0,0,0,Montreal
2/06/2012,15.0,20.4,9.4,1010.1,66.0,20.32,18.5,17.2,25.9,33.5,1,0,0,0,Montreal
3/06/2012,15.2,20.0,12.0,1006.3,73.0,3.05,30.4,12.8,33.5,35.2,1,0,0,0,Montreal
4/06/2012,13.3,20.1,10.9,1009.2,67.0,1.52,24.5,25.6,33.5,44.3,1,0,0,0,Montreal
5/06/2012,16.7,23.0,11.0,1013.1,50.0,0.25,37.8,15.2,25.9,29.4,1,0,0,0,Montreal
6/06/2012,16.5,22.9,10.3,1014.4,60.0,1.78,28.2,10.0,22.2,33.5,1,0,0,0,Montreal
7/06/2012,17.4,23.0,11.0,1014.2,58.0,0.0,36.0,10.6,16.5,35.199999999999996,1,0,0,0,Montreal
8/06/2012,17.8,23.7,11.2,1009.4,70.0,1.02,28.5,12.6,29.4,44.3,1,0,1,0,Montreal
9/06/2012,17.4,24.0,10.0,1010.5,55.0,0.51,38.0,8.1,20.6,27.8,0,0,0,0,Montreal
10/06/2012,20.4,27.0,12.0,1016.5,48.0,0.0,39.8,6.3,22.2,35.199999999999996,0,0,0,0,Montreal
11/06/2012,23.8,30.0,18.0,1018.8,52.0,0.0,34.0,10.2,22.2,34.06666666666667,0,0,0,0,Montreal
12/06/2012,21.9,30.3,17.2,1013.5,67.0,1.02,20.8,18.7,24.1,33.5,1,0,0,0,Montreal
13/06/2012,19.3,26.0,16.7,1013.3,69.0,15.49,30.1,18.1,31.3,35.2,1,0,0,0,Montreal
14/06/2012,17.9,23.0,12.0,1024.9,47.0,0.0,40.9,12.8,24.1,33.5,0,0,0,0,Montreal
15/06/2012,20.1,25.0,13.0,1026.6,43.0,0.0,39.8,12.6,18.3,27.8,0,0,0,0,Montreal
16/06/2012,20.4,27.0,14.0,1024.7,53.0,0.0,37.8,10.0,18.3,27.8,0,0,0,0,Montreal
17/06/2012,22.6,27.4,13.8,1018.3,60.0,0.0,39.8,9.6,20.6,27.8,0,0,0,0,Montreal
18/06/2012,22.6,27.5,16.9,1014.9,58.0,0.0,29.9,18.3,24.1,27.8,0,0,0,0,Montreal
19/06/2012,22.7,28.0,18.0,1014.7,64.0,0.0,24.1,12.6,20.6,29.4,0,0,0,0,Montreal
20/06/2012,27.1,32.0,23.0,1013.3,61.0,0.0,27.0,17.6,25.9,29.4,0,0,0,0,Montreal
21/06/2012,28.6,33.0,24.0,1008.9,58.0,0.0,24.1,17.8,29.4,33.5,0,0,0,0,Montreal
22/06/2012,26.2,33.3,22.4,1006.7,55.0,0.0,29.1,19.3,27.8,35.2,0,0,0,0,Montreal
23/06/2012,22.4,27.0,17.0,1011.5,47.0,1.52,37.8,12.6,22.2,39.56666666666667,1,0,0,0,Montreal
24/06/2012,21.2,28.1,12.8,1013.3,47.0,0.0,37.8,10.4,37.0,46.5,1,0,0,0,Montreal
25/06/2012,17.8,28.1,12.8,1007.0,73.0,11.94,21.7,19.1,27.8,37.0,1,0,0,0,Montreal
26/06/2012,16.4,21.0,14.9,1005.6,70.0,0.51,23.3,16.1,25.9,35.2,1,0,0,0,Montreal
27/06/2012,17.2,21.0,15.0,1002.8,77.0,9.91,21.4,17.0,27.8,31.3,1,0,0,0,Montreal
28/06/2012,20.9,27.0,17.0,1005.8,64.0,1.27,38.0,12.8,22.2,44.4,1,0,0,0,Montreal
29/06/2012,24.6,31.0,19.0,1000.6,58.0,3.3,31.2,19.6,37.0,51.9,1,0,1,0,Montreal
30/06/2012,25.2,31.4,18.6,1001.2,48.0,0.0,36.5,23.3,35.2,50.0,1,0,0,0,Montreal
1/07/2012,22.9,30.6,19.6,1007.6,59.0,1.52,34.9,10.0,22.2,52.75,1,0,0,0,Montreal
2/07/2012,22.2,28.0,17.0,1011.2,57.0,0.0,37.8,13.1,29.4,40.7,0,0,0,0,Montreal
3/07/2012,21.8,29.1,13.8,1012.1,51.0,0.0,38.8,8.1,16.5,52.75,0,0,0,0,Montreal
4/07/2012,22.9,28.1,13.8,1006.3,71.0,1.78,21.6,15.4,50.0,64.8,1,0,1,0,Montreal
5/07/2012,20.9,29.1,15.6,1009.6,75.0,18.8,34.1,10.6,18.3,52.75,0,0,0,0,Montreal
6/07/2012,24.1,31.0,19.0,1010.7,68.0,0.0,34.0,12.4,22.2,29.4,0,0,0,0,Montreal
7/07/2012,26.0,30.6,17.2,1008.2,59.0,0.25,30.1,14.1,22.2,35.2,1,0,0,0,Montreal
8/07/2012,22.1,30.1,15.6,1011.1,50.0,0.0,38.8,16.3,25.9,33.5,0,0,0,0,Montreal
9/07/2012,19.2,25.5,11.6,1013.9,48.0,0.0,38.8,12.8,22.2,35.2,0,0,0,0,Montreal
10/07/2012,21.3,27.0,11.6,1015.4,50.0,0.0,39.8,12.0,25.9,31.3,0,0,0,0,Montreal
11/07/2012,21.4,28.0,13.0,1019.9,44.0,0.0,39.8,9.6,20.6,36.0,0,0,0,0,Montreal
12/07/2012,24.7,31.0,18.0,1019.2,48.0,0.0,38.0,15.2,25.9,37.0,0,0,0,0,Montreal
13/07/2012,26.2,32.0,16.9,1019.0,50.0,0.0,34.9,13.7,22.2,29.4,0,0,0,0,Montreal
14/07/2012,27.9,33.0,23.0,1018.1,51.0,0.0,33.0,15.6,27.8,29.4,0,0,0,0,Montreal
15/07/2012,26.4,33.3,21.5,1016.0,64.0,0.0,26.1,10.6,33.5,48.2,1,0,1,0,Montreal
16/07/2012,24.3,29.0,20.0,1009.8,75.0,6.1,22.9,8.9,18.3,31.3,1,0,1,0,Montreal
17/07/2012,24.6,29.4,19.0,1004.8,74.0,35.31,18.8,9.4,24.1,38.9,1,0,1,0,Montreal
18/07/2012,22.1,29.4,18.5,1009.7,62.0,0.76,33.0,15.0,25.9,35.2,1,0,0,0,Montreal
19/07/2012,18.4,24.9,10.9,1016.1,57.0,0.0,38.8,8.5,14.8,35.13333333333333,0,0,0,0,Montreal
